full_address,council_area,property_type,development_zone_base,property_count,lot_size
5 KEYS STREET,GREATER DANDENONG,UNIT,Residential Growth Zone,1,Small
5 KIAMA STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
5 KIPLING STREET,MOONEE VALLEY,HOUSE,General Residential Zone,1,Small
5 KYEAMBA GROVE,STONNINGTON,UNIT,General Residential Zone,1,Small
5 LACHLAN PLACE,GREATER DANDENONG,HOUSE,Neighbourhood Residential Zone,1,Small
5 LALLA COURT,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 LANDALE ROAD,STONNINGTON,UNIT,General Residential Zone,1,Small
5 LANGFORD STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 LANGTREE AVENUE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 LAYMAN COURT,MANNINGHAM,HOUSE,General Residential Zone,1,Small
5 HOWIE STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 HOWELL PLACE,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 HOMEBUSH COURT,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 HAKEA STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 GLENMANOR CLOSE,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 GLENROY ROAD,BOROONDARA,UNIT,General Residential Zone,1,Small
5 GLENWOOD DRIVE,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
107 SPENSLEY STREET,YARRA,UNIT,Neighbourhood Residential Zone,1,Small
5 GOODING COURT,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
107 RATHDOWNE STREET,MELBOURNE,UNIT,Mixed Use Zone,1,Small
107 PELHAM STREET,MELBOURNE,UNIT,Mixed Use Zone,1,Small
5 GRAVES STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 GREGORY STREET,MERRI-BEK,HOUSE,Neighbourhood Residential Zone,1,Small
107 LOTHIAN STREET,MELBOURNE,UNIT,Mixed Use Zone,1,Small
5 HALL STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 HILLSIDE PARADE,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 HALLEY AVENUE,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 HAMILTON STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 HARRY STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 HARRYS LANE,YARRA,UNIT,Mixed Use Zone,1,Small
5 HARTWOOD STREET,BOROONDARA,UNIT,General Residential Zone,1,Small
5 HARVARD GROVE,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
5 HATFIELD STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 HENDER STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 HENLEY STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
107 LANDELLS ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 LEIGHTON COURT,STONNINGTON,UNIT,Neighbourhood Residential Zone,1,Small
5 LEONARD STREET,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 GEORGE STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 LEVER STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 MINDANAO COURT,STONNINGTON,HOUSE,General Residential Zone,1,Small
5 MINNIE STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 MOFFAT STREET,STONNINGTON,HOUSE,General Residential Zone,1,Small
5 MONARO ROAD,STONNINGTON,HOUSE,Neighbourhood Residential Zone,1,Small
5 MONT ALBERT ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 MONT CLOSE,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 MONTGOMERY STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 MOORAKYNE AVENUE,STONNINGTON,UNIT,Neighbourhood Residential Zone,1,Small
5 MORALLA ROAD,STONNINGTON,UNIT,General Residential Zone,1,Small
5 MOREY STREET,BOROONDARA,UNIT,General Residential Zone,1,Small
5 MOSS PLACE,MELBOURNE,UNIT,Mixed Use Zone,1,Small
5 MURRAY STREET,MERRI-BEK,UNIT,Residential Growth Zone,1,Small
5 NARA COURT,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
5 NAUGHTON PLACE,MELBOURNE,UNIT,General Residential Zone,1,Small
5 NEPTUNE PLACE,PORT PHILLIP,UNIT,General Residential Zone,1,Small
5 NITHSDALE ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 NORRIS STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 NULLAWIL STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 OLIVE GROVE,MERRI-BEK,UNIT,General Residential Zone,1,Small
107 BINDI STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
107 BARKLY STREET,MELBOURNE,UNIT,General Residential Zone,1,Small
5 OSHANNASSY STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 OUTHWAITE AVENUE,MANNINGHAM,UNIT,General Residential Zone,1,Small
107 EASTERN ROAD,PORT PHILLIP,UNIT,General Residential Zone,1,Small
5 MILL PLACE,MELBOURNE,UNIT,Capital City Zone,1,Small
5 MILAN STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 MADDEN STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 LEVIEN LANE,MARIBYRNONG,UNIT,Activity Centre Zone,1,Small
5 LINSEY STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
5 LISBETH AVENUE,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 LITTLE LOTHIAN STREET NORTH,MELBOURNE,UNIT,Mixed Use Zone,1,Small
5 LITTLE OXFORD STREET,YARRA,UNIT,Commercial 1 Zone,1,Small
5 LITTLE WELLINGTON STREET,YARRA,HOUSE,Mixed Use Zone,1,Small
5 LOMANDRA WALKWAY,MERRI-BEK,UNIT,Mixed Use Zone,1,Small
5 LUCERNE STREET,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 LUSCOMBE STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 MACFARLAN LANE,STONNINGTON,UNIT,General Residential Zone,1,Small
5 MANCHESTER LANE,MELBOURNE,UNIT,Mixed Use Zone,1,Small
5 MCFEES ROAD,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
5 MANICA STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 MANNA GUM COURT,MERRI-BEK,HOUSE,General Residential Zone,1,Small
5 MAPLE GROVE,STONNINGTON,UNIT,General Residential Zone,1,Small
5 MARGARET CRESCENT,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 MARGARET STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 MARKET STREET,GREATER DANDENONG,UNIT,Residential Growth Zone,1,Small
5 MARNOO STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 MARWAL AVENUE,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 MAVIS STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 MAXINE COURT,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 GEZIREH STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
5 GATEHOUSE PLACE,MARIBYRNONG,UNIT,Comprehensive Development Zone,1,Small
44 OSBORNE AVENUE,STONNINGTON,UNIT,General Residential Zone,1,Small
5 CASSIA COURT,GREATER DANDENONG,HOUSE,Neighbourhood Residential Zone,1,Small
5 BIRTLES COURT,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 BISHOP STREET,MARIBYRNONG,HOUSE,General Residential Zone,1,Small
5 BLANCHARD AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 BLAZEY STREET,YARRA,UNIT,General Residential Zone,1,Small
5 BLOOMFIELD AVENUE,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 BOARDWALK PLACE,MOONEE VALLEY,HOUSE,General Residential Zone,1,Small
5 BOLAND STREET,YARRA,UNIT,General Residential Zone,1,Small
5 BOWEN ROAD,MANNINGHAM,HOUSE,General Residential Zone,1,Small
5 BRETT STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 BROUGHAM STREET,YARRA,HOUSE,General Residential Zone,1,Small
5 BUCKLEY WALK,MELBOURNE,UNIT,Docklands Zone,1,Small
5 BURGESS STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 BURNETT STREET,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,1,Small
5 BURROUGHS ROAD,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 BURROWS AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 BYRON STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 CADLE STREET,GREATER DANDENONG,UNIT,Mixed Use Zone,1,Small
5 CALLISTEMON AVENUE,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
5 CALLISTEMON COURT,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 CAMPBELL STREET,YARRA,UNIT,General Residential Zone,1,Small
5 CANARA STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 CARDER PLACE,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 CARDORE COURT,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 BEVAN STREET,PORT PHILLIP,UNIT,Commercial 1 Zone,1,Small
5 BERRY STREET,YARRA,UNIT,Neighbourhood Residential Zone,1,Small
5 BENGA AVENUE,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
5 ATHOL ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 ALEXANDER CRESCENT,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 ALFRED ROAD,BOROONDARA,UNIT,General Residential Zone,1,Small
5 ALLENBY AVENUE,STONNINGTON,UNIT,General Residential Zone,1,Small
5 ALMA COURT,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
108 ANN STREET,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
5 ALMA STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 AMBER COURT,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 ANEMBO COURT,MANNINGHAM,HOUSE,General Residential Zone,1,Small
5 ANTHONY STREET,MELBOURNE,HOUSE,Capital City Zone,1,Small
1079 TOORAK ROAD,BOROONDARA,HOUSE,General Residential Zone,1,Small
1079 DONCASTER ROAD,MANNINGHAM,UNIT,Residential Growth Zone,1,Small
5 BELVEDERE CLOSE,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 AUGUSTA AVENUE,MELBOURNE,UNIT,Docklands Zone,1,Small
5 AUSTIN STREET,BOROONDARA,HOUSE,General Residential Zone,1,Small
5 AUTUMN STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
1078 TOORAK ROAD,BOROONDARA,UNIT,General Residential Zone,1,Small
5 BALMORAL STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 BALSTON STREET,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,1,Small
5 BANKSIA WAY,STONNINGTON,UNIT,General Residential Zone,1,Small
1077 MALVERN ROAD,STONNINGTON,UNIT,General Residential Zone,1,Small
5 BARRIES PLACE,YARRA,UNIT,Mixed Use Zone,1,Small
1076 TOORAK ROAD,BOROONDARA,UNIT,General Residential Zone,1,Small
5 CARNARVON STREET,MANNINGHAM,UNIT,Activity Centre Zone,1,Small
1073 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 GARDINER ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 CHAPLIN COURT,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 EDDY STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
107 WELLINGTON STREET,PORT PHILLIP,UNIT,Mixed Use Zone,1,Small
5 ELLESMORE COURT,BOROONDARA,HOUSE,General Residential Zone,1,Small
5 ELM TREE ROAD,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 ELRAY AVENUE,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
5 ELSTONE COURT,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 ERICA STREET,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
5 ERICKSEN STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 ESTHER STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 EUCALYPT AVENUE,STONNINGTON,UNIT,General Residential Zone,1,Small
5 EVERITT STREET,GREATER DANDENONG,UNIT,Comprehensive Development Zone,1,Small
5 FADDEN STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
107 VICTORIA STREET,MARIBYRNONG,UNIT,Commercial 1 Zone,1,Small
5 FITZPATRICK STREET,PORT PHILLIP,UNIT,Mixed Use Zone,1,Small
5 FLANNERY COURT,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 FLEMING STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 FOSTER STREET,PORT PHILLIP,HOUSE,Neighbourhood Residential Zone,1,Small
5 FOUNDRY WAY,MELBOURNE,UNIT,Docklands Zone,1,Small
5 FOX STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 FRANKLIN ROAD,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 FROMHOLD DRIVE,MANNINGHAM,UNIT,General Residential Zone,1,Small
107 THROUGH ROAD,BOROONDARA,HOUSE,General Residential Zone,1,Small
5 GALADA WAY,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 DURANTA DRIVE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 DUDLEY STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 DOVER STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 CRANBROOK STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
1071 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 CLARKE STREET,MANNINGHAM,HOUSE,General Residential Zone,1,Small
5 CLOTH ROAD,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 COLLINS COURT,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 COMPTON STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 CONTINENTAL WAY,STONNINGTON,UNIT,Activity Centre Zone,1,Small
5 CORNWALL PLACE,MARIBYRNONG,UNIT,Comprehensive Development Zone,1,Small
5 CORONA COURT,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 COSMOS STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
1071 DONCASTER ROAD,MANNINGHAM,UNIT,Residential Growth Zone,1,Small
5 CRESWICK STREET,STONNINGTON,UNIT,General Residential Zone,1,Small
5 DOEPEL WAY,MELBOURNE,UNIT,Docklands Zone,1,Small
5 CROMWELL ROAD,STONNINGTON,UNIT,General Residential Zone,1,Small
5 CUDMORE STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 DAISY COURT,MARIBYRNONG,UNIT,General Residential Zone,1,Small
5 DALE AVENUE,MERRI-BEK,HOUSE,General Residential Zone,1,Small
5 DALEY STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
5 DALLEY STREET,BOROONDARA,UNIT,Residential Growth Zone,1,Small
5 DANIEL COURT,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 DARACOMBE AVENUE,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 DAWSON STREET,MANNINGHAM,HOUSE,General Residential Zone,1,Small
5 DERRY STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 PALMERSTON STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 PARKHILL DRIVE,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 PARKVIEW CLOSE,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
50 VALIANT STREET,YARRA,UNIT,Neighbourhood Residential Zone,1,Small
50 MANDELLA STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
50 MARCUS ROAD,MANNINGHAM,UNIT,General Residential Zone,1,Small
50 MCLACHLAN STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
106 COWPER STREET,MARIBYRNONG,HOUSE,Activity Centre Zone,1,Small
50 MORNA ROAD,MANNINGHAM,UNIT,General Residential Zone,1,Small
50 MT ALEXANDER ROAD,MOONEE VALLEY,UNIT,Commercial 1 Zone,1,Small
50 OXLEY ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
106 CHAPMAN AVENUE,MERRI-BEK,UNIT,General Residential Zone,1,Small
50 QUARRY CIRCUIT,MERRI-BEK,UNIT,General Residential Zone,1,Small
50 QUARTER CIRCUIT,GREATER DANDENONG,UNIT,Residential Growth Zone,1,Small
50 QUEENS PARADE,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
50 RAWDON HILL DRIVE,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
50 REID STREET,YARRA,UNIT,Mixed Use Zone,1,Small
50 REYNOLDS PARADE,MERRI-BEK,UNIT,General Residential Zone,1,Small
106 BALWYN ROAD,BOROONDARA,HOUSE,General Residential Zone,1,Small
106 ALBION STREET,MERRI-BEK,HOUSE,Neighbourhood Residential Zone,1,Small
50 SEVERN STREET,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
1057 HEATHERTON ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
50 STEPHENSON STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
50 SUMMERHILL ROAD,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
50 TALFORD STREET,MANNINGHAM,HOUSE,General Residential Zone,1,Small
50 TARANA AVENUE,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
50 THEA GROVE,MANNINGHAM,HOUSE,General Residential Zone,1,Small
50 MAGDALA AVENUE,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
50 LYTTON STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
106 DARLING ROAD,STONNINGTON,UNIT,General Residential Zone,1,Small
50 JOLIMONT STREET,MELBOURNE,UNIT,General Residential Zone,1,Small
50 GARDEN STREET,STONNINGTON,UNIT,Activity Centre Zone,1,Small
50 GLADSTONE STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
50 GRANDVIEW STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
50 GRANT STREET,STONNINGTON,UNIT,General Residential Zone,1,Small
106 KAVANAGH STREET,MELBOURNE,UNIT,Capital City Zone,1,Small
50 HALDANE ROAD,MOONEE VALLEY,HOUSE,General Residential Zone,1,Small
50 HAMPDEN ROAD,STONNINGTON,HOUSE,General Residential Zone,1,Small
50 HARTS PARADE,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
106 HORTENSE STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
106 GRAHAM STREET,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,1,Small
50 JONES ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
50 LINCOLN ROAD,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
50 KAVANAGH STREET,MELBOURNE,UNIT,Capital City Zone,1,Small
50 KIRKHAM ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
50 KYNOCH LANE,MARIBYRNONG,UNIT,Comprehensive Development Zone,1,Small
50 LA SCALA AVENUE,MARIBYRNONG,UNIT,Comprehensive Development Zone,1,Small
50 LANSDOWNE ROAD,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,1,Small
106 GLADSTONE ROAD,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
50 LEITHEAD STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
50 LEWIS STREET,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
106 DUDLEY STREET,MELBOURNE,UNIT,Mixed Use Zone,1,Small
50 LILY STREET,MARIBYRNONG,UNIT,General Residential Zone,1,Small
50 TRISTANIA STREET,MANNINGHAM,UNIT,General Residential Zone,1,Small
50 VAYNOR STREET,MOONEE VALLEY,HOUSE,General Residential Zone,1,Small
5 PARRING ROAD,BOROONDARA,UNIT,General Residential Zone,1,Small
50 WALTER STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
105 MCFEES ROAD,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
51 BRUNEL STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
51 BRUNSWICK ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
105 KENEALLY STREET,GREATER DANDENONG,UNIT,Comprehensive Development Zone,1,Small
51 CAIRNES CRESCENT,STONNINGTON,UNIT,General Residential Zone,1,Small
105 HAROLD ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
51 CASSELS ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
51 CECIL STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
105 GOWRIE STREET,MERRI-BEK,HOUSE,Neighbourhood Residential Zone,1,Small
51 CORRIGAN ROAD,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
105 GLENROY ROAD,MERRI-BEK,UNIT,General Residential Zone,1,Small
51 DEAKIN STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
105 ESPLANADE EAST,PORT PHILLIP,UNIT,Residential Growth Zone,1,Small
51 DENMARK STREET,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
51 DURHAM ROAD,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
51 EASTWOOD STREET,MELBOURNE,UNIT,General Residential Zone,1,Small
51 EMPRESS ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
105 EASTERN ROAD,PORT PHILLIP,UNIT,General Residential Zone,1,Small
51 FARMER STREET,YARRA,UNIT,General Residential Zone,1,Small
51 FINTONIA ROAD,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
51 FRENCH STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
105 CROYDON ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
105 BOYD STREET,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
51 BENNETT STREET,YARRA,HOUSE,Neighbourhood Residential Zone,1,Small
51 BENDIGO STREET,YARRA,UNIT,Neighbourhood Residential Zone,1,Small
51 BELL STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
502 PUNT ROAD,STONNINGTON,HOUSE,General Residential Zone,1,Small
1051 BURKE ROAD,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
50 WILTSHIRE DRIVE,BOROONDARA,UNIT,General Residential Zone,1,Small
50 WINDSOR AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
50 WOIWURUNG CRESCENT,MERRI-BEK,UNIT,General Residential Zone,1,Small
50 XAVIER STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
50 YERRIN STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
105 WILTSHIRE DRIVE,BOROONDARA,UNIT,General Residential Zone,1,Small
500 TOORAK ROAD,STONNINGTON,HOUSE,General Residential Zone,1,Small
105 WEST STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
501 WAVERLEY ROAD,STONNINGTON,HOUSE,General Residential Zone,1,Small
105 VICTORIA STREET,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
51 BEECROFT CRESCENT,MANNINGHAM,UNIT,General Residential Zone,1,Small
504 MORELAND ROAD,MERRI-BEK,UNIT,General Residential Zone,1,Small
505 HIGH STREET,BOROONDARA,UNIT,General Residential Zone,1,Small
105 SPECTRUM WAY,MERRI-BEK,UNIT,General Residential Zone,1,Small
506 NAPIER STREET,YARRA,UNIT,Mixed Use Zone,1,Small
507 PASCOE VALE ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
105 NORTHUMBERLAND ROAD,MERRI-BEK,UNIT,Neighbourhood Residential Zone,1,Small
51 ALFRED ROAD,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
51 AMELIA STREET,MERRI-BEK,UNIT,Mixed Use Zone,1,Small
51 ATKINSON STREET,MANNINGHAM,UNIT,Neighbourhood Residential Zone,1,Small
51 BEAVER STREET,STONNINGTON,UNIT,Neighbourhood Residential Zone,1,Small
50 EVANS STREET,PORT PHILLIP,UNIT,Neighbourhood Residential Zone,1,Small
50 DUTTON LANE,MOONEE VALLEY,UNIT,Commercial 1 Zone,1,Small
106 MIDDLE STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
50 DEAKIN STREET,MOONEE VALLEY,UNIT,General Residential Zone,1,Small
5 SELWYN AVENUE,PORT PHILLIP,HOUSE,Neighbourhood Residential Zone,1,Small
5 SENTINEL WAY,MANNINGHAM,HOUSE,Residential Growth Zone,1,Small
5 SENTRY PLACE,MARIBYRNONG,UNIT,Comprehensive Development Zone,1,Small
5 SERLE LANE,BOROONDARA,UNIT,Residential Growth Zone,1,Small
5 SERPELLS ROAD,MANNINGHAM,UNIT,General Residential Zone,1,Small
5 SEVENOAKS STREET,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 SHAMROCK STREET,YARRA,UNIT,Neighbourhood Residential Zone,1,Small
5 SHAW STREET,MOONEE VALLEY,HOUSE,General Residential Zone,1,Small
5 SHIRLEY STREET,MERRI-BEK,UNIT,General Residential Zone,1,Small
5 SHRIMPTON COURT,BOROONDARA,HOUSE,Neighbourhood Residential Zone,1,Small
5 SIMPSON STREET,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 SIXTH AVENUE,GREATER DANDENONG,UNIT,General Residential Zone,1,Small
5 SNOWDROP DRIVE,GREATER DANDENONG,HOUSE,General Residential Zone,1,Small
5 SNOWY STREET,GREATER DANDENONG,UNIT,Neighbourhood Residential Zone,1,Small
1068 DONCASTER ROAD,MANNINGHAM,UNIT,Residential Growth Zone,1,Small
5 SPRINGSIDE CRESCENT,GREATER DANDENONG,HOUSE,Neighbourhood Residential Zone,1,Small
5 ST BRIDGETS RISE,BOROONDARA,UNIT,Neighbourhood Residential Zone,1,Small
5 ST CLAIRE WALK,MANNINGHAM,HOUSE,General Residential Zone,1,Small
5 ST EDMONDS ROAD,STONNINGTON,UNIT,Activity Centre Zone,1,Small
1064 DONCASTER ROAD,MANNINGHAM,UNIT,Residential Growth Zone,1,Small
